"NS_01_1g" "NS_02_1g" "NS_03_1g" "NS_04_1g" "NS_05_1g" "NS_08_1g" "NS_10_1g" "NS_11_1g" "NS_14_1g" "NS_15_1g" "NS_16_1g" "NS_17_1g" "NS_21_1g" "NS_22_1g" "NS_23_1g" "NS_24_1g" "NS_27_1g" "NS_31_1g" "NS_36_1g" "NS_37_1g" "NS_41_1g" "NS_44_1g" "NS_45_1g" "NS_46_1g" "NS_48_1g" "NS_49_1g" "NS_52_1g" "NS_54_1g" "NS_56_1g" "NS_57_1g" "NS_58_1g" "NS_59_1g" "NS_61_1g" "NS_62_1g" "NS_63_1g" "NS_65_1g" "NS_66_1g" "NS_67_1g" "NS_68_1g" "NS_69_1g" "NS_71_1g" "NS_72_1g" "NS_74_1g" "NS_75_1g" "NS_77_1g" "NS_78_1g" "NS_79_1g" "NS_81_1g" "NS_82_1g" "NS_83_1g" "NS_84_1g" "NS_85_1g" "NS_86_1g" "NS_87_1g" "NS_89_1g" "NS_90_1g" "NS_91_1g" "NS_92_1g" "NS_93_1g" "NS_94_1g" "NS_95_1g" "NS_96_1g"
"Tmem116" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 14 0
"Tmem117" 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 17 0 0 0 0 0 0 0 0 0 1 1 0 0 0
"Tmem119" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tmem120a" 17 0 4 0 0 0 0 1 0 7 10 0 0 0 14 0 0 0 0 0 0 12 6 1 9 0 0 2 0 0 29 0 0 15 0 0 9 0 0 0 21 0 0 0 18 0 0 0 18 0 0 0 0 0 0 14 0 10 23 1 0 0
"Tmem120b" 10 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 9 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0
"Tmem121" 0 0 0 0 0 0 0 0 0 0 0 1 0 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tmem123" 1 13 21 1 1 0 24 1 19 2 0 0 0 0 0 1 2 21 0 0 0 1 0 0 16 0 0 57 0 8 0 0 0 26 0 0 4 0 0 0 0 0 0 0 56 46 0 1 52 0 13 14 1 7 9 13 1 1 0 9 8 0
"Tmem125" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tmem126a" 2 19 2 3 7 25 0 7 7 12 18 5 8 58 2 1 0 2 13 25 4 11 20 27 1 1 41 9 18 26 60 0 17 21 0 16 23 24 1 15 12 18 5 2 14 10 5 7 12 11 17 2 66 8 33 24 0 2 31 13 17 19
"Tmem126b" 0 0 0 1 0 0 0 9 0 9 0 0 0 0 0 0 0 0 0 0 3 6 1 0 0 0 0 0 0 0 10 0 0 0 0 1 0 0 0 0 0 0 0 1 0 2 0 0 0 0 0 0 0 6 8 0 0 0 0 0 0 3
"Tmem127" 1 0 0 0 16 0 0 0 0 0 77 7 0 28 0 0 81 2 11 2 32 1 4 0 1 0 1 0 0 0 0 19 0 0 12 15 4 1 0 0 0 0 0 0 1 0 3 2 0 0 1 0 1 6 22 1 0 0 0 0 0 1
"Tmem128" 3 6 0 25 2 2 0 17 17 3 0 1 0 6 2 36 36 11 73 0 20 0 0 17 0 3 13 0 9 1 54 4 43 5 13 11 0 1 4 0 38 0 0 4 2 3 0 1 0 34 5 17 0 1 13 2 2 0 10 0 0 0
"Tmem129" 0 1 5 0 1 0 0 0 0 0 0 0 0 28 0 0 1 0 0 0 0 0 0 0 0 0 1 0 2 0 0 0 0 0 0 0 0 0 0 0 56 9 0 0 0 0 10 2 0 0 0 8 2 12 1 0 0 0 0 0 2 0
"Tmem130" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"Tmem131" 0 0 0 0 15 0 0 0 0 0 0 12 0 1 29 0 4 2 0 14 0 0 8 0 185 0 0 0 25 0 3 2 5 2 0 4 1 0 6 0 0 0 2 2 0 9 0 0 0 0 0 2 28 11 0 46 0 2 0 4 0 0
"Tmem132a" 0 0 0 1 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 0 3 0 0 0 0 0 0 0 0 0 11 0 2 0 0 0 0 0 0 0 0 0 0 0 0 5 0 10
"Tmem132b" 0 0 0 0 0 0 0 0 1 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
"Tmem132c" 2 0 0 0 0 0 0 0 0 0 0 0 0 0 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 0 0 0 0 0 0 0 0 0
"Tmem132d" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tmem132e" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tmem134" 4 2 1 9 6 0 0 1 0 1 0 5 0 0 0 0 0 1 0 0 0 0 3 6 0 1 0 25 0 2 10 0 8 0 0 3 3 3 2 1 0 1 8 2 0 11 0 0 0 6 0 1 0 0 0 0 0 0 4 0 0 0
"Tmem135" 12 14 1 0 0 5 0 0 0 0 0 0 0 10 0 0 0 0 2 0 0 0 101 5 1 4 0 0 0 0 32 0 0 0 0 1 4 0 0 12 3 0 0 0 1 0 1 78 0 0 0 0 0 0 3 2 48 54 1 3 1 0
"Tmem136" 1 16 15 9 0 1 0 0 0 0 1 0 0 11 0 0 0 26 0 0 0 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 3 0
"Tmem138" 0 0 0 4 0 0 0 3 4 1 0 0 0 8 0 0 0 1 7 23 1 0 0 0 0 0 0 0 0 0 1 8 0 1 0 6 3 13 0 5 23 4 0 0 0 0 0 0 10 0 0 13 0 1 0 4 24 1 0 0 4 0
"Tmem139" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tmem140" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tmem141" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 1 0 0 0 0 0 0 0 0
"Tmem143" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tmem144" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
"Tmem145" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tmem147" 3 8 0 36 8 21 28 12 1 4 26 34 25 3 7 8 0 0 99 36 1 18 7 20 15 2 1 0 39 22 0 4 6 29 1 0 4 15 0 18 19 1 24 2 3 26 29 8 4 0 20 1 0 2 0 23 28 54 35 4 10 0
"Tmem14a" 0 0 0 14 0 0 0 3 0 1 0 0 0 0 0 20 0 1 11 0 0 0 12 3 0 0 0 0 5 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 22 0 0
"Tmem14c" 6 4 12 14 5 11 0 15 6 14 3 44 0 8 0 2 1 4 48 0 47 23 49 9 0 9 17 2 30 23 1 35 14 14 0 11 13 0 11 16 10 10 7 0 4 10 0 2 0 2 0 25 0 17 33 7 4 19 28 39 5 54
"Tmem150a" 6 0 0 0 0 0 0 2 0 0 0 1 0 0 0 0 1 11 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 1 7 0 0 0 0 0 26 0 0 0 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tmem150b" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tmem150c" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tmem151a" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tmem151b" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tmem154" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tmem158" 0 0 1 2 1 0 0 0 3 0 0 0 0 0 0 0 0 0 6 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0
"Tmem159" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tmem160" 3 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 5 1 0 0 2 4 0 0 2 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tmem161a" 0 0 0 0 1 0 0 0 0 0 0 0 3 0 0 0 0 0 9 0 34 12 0 3 0 0 0 0 0 0 22 0 0 0 3 0 0 0 29 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 14 0 0 0 0 0 0 0
"Tmem161b" 10 0 31 4 5 0 0 12 8 2 4 4 0 5 0 0 1 0 0 0 4 12 3 8 0 0 1 22 2 7 3 10 0 14 2 0 18 2 2 0 6 14 10 1 9 4 0 0 2 16 0 10 0 0 44 2 6 0 0 0 0 2
"Tmem163" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0
"Tmem164" 0 6 0 23 0 0 0 11 0 0 0 0 0 0 0 0 0 0 0 0 7 0 1 17 0 0 1 0 2 0 0 0 0 0 4 5 0 0 0 0 0 0 12 0 0 1 4 0 0 57 0 0 18 0 0 0 0 0 0 0 0 0
"Tmem165" 0 9 0 16 13 11 0 1 10 6 11 0 0 6 0 6 0 8 3 0 17 0 0 0 16 0 3 2 1 6 0 0 0 0 2 3 8 0 10 0 13 0 0 1 7 13 3 0 3 0 0 0 0 0 0 0 2 1 0 1 0 0
"Tmem167" 23 21 16 3 9 0 0 18 70 48 0 15 14 59 9 15 0 5 7 0 3 11 41 3 0 14 13 1 26 1 32 6 15 40 18 13 39 10 1 6 40 88 0 0 10 18 17 0 1 91 45 19 0 13 24 19 8 9 23 45 14 0
"Tmem167b" 0 0 0 1 0 2 0 6 2 3 0 1 0 1 0 2 0 0 0 0 44 1 10 3 0 0 1 0 7 0 4 1 0 0 0 9 5 42 0 4 3 1 31 0 6 9 0 1 1 0 2 0 0 0 20 4 5 4 0 5 1 90
"Tmem168" 0 0 1 0 0 0 0 0 2 0 0 0 0 0 3 0 0 1 0 0 37 3 1 0 0 0 0 0 4 0 0 0 0 0 9 0 0 8 1 0 0 0 0 0 0 44 4 0 0 0 0 0 0 0 0 0 5 0 0 0 9 0
"Tmem169" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tmem17" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 21 0 0 0 0 0 0 8 0 0 0 0 0 0 1 9 0 0 1 0 0 0 0 0 0 0 0 0 0
"Tmem170" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tmem170b" 0 1 0 0 0 0 2 0 5 13 0 0 0 15 0 0 45 6 1 2 61 3 2 12 0 13 1 7 12 0 7 0 0 0 2 0 65 7 4 0 6 6 0 0 32 104 0 0 0 0 0 1 2 0 90 0 1 0 0 5 8 0
"Tmem171" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
"Tmem173" 0 0 0 6 2 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 12 0 0 0 19 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0
"Tmem174" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tmem175" 0 0 0 16 0 40 1 0 0 0 0 0 0 0 0 0 6 0 0 9 0 0 1 0 0 0 0 0 9 0 0 0 0 3 3 13 0 0 0 0 16 0 0 0 0 0 0 0 17 0 0 0 0 1 72 14 0 2 2 2 0 0
"Tmem176a" 2 0 12 14 1 0 0 0 0 7 0 2 0 14 2 0 0 1 0 2 31 0 37 15 0 5 0 5 0 0 0 0 0 9 0 1 20 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 8 0 0 0 0 3 0 21 6 0
"Tmem176b" 2 7 11 37 25 1 0 5 1 6 7 0 0 77 64 0 0 7 41 7 27 32 7 25 0 2 13 7 42 0 0 7 51 3 0 33 20 2 14 4 34 13 42 64 10 1 1 3 0 0 4 14 0 0 1 24 37 4 29 34 16 21
"Tmem177" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0
"Tmem178" 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 8 0 0 0 0 0 0 0 0 0 0 0 0 9 0 0 0 0
"Tmem178b" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tmem179" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 4 0 0 0 0 0 0 0 0 0 0 0 0 7 0 0 0 0 0 0 0 0 0 0
"Tmem179b" 0 0 0 14 3 1 0 0 0 0 0 0 0 1 0 0 0 1 0 14 0 0 0 0 0 0 0 3 0 3 0 0 0 3 0 15 0 0 0 0 8 0 0 0 0 0 0 0 0 9 4 0 0 0 0 0 1 0 0 0 0 0
"Tmem18" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 1 0 1 0 0 0 40 7 0 0 0 0 5 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tmem180" 0 0 3 0 0 5 0 16 0 0 0 0 6 0 0 2 0 0 0 0 0 0 2 0 0 1 7 0 7 0 0 7 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 21 0 0 0 0 0 0
"Tmem181a" 0 3 0 0 0 0 0 0 0 0 0 0 0 0 15 0 0 0 0 0 0 0 0 10 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 13 0 0 0 0 0 0 1 2 0 0 0 0 0 4 0 0 0 0 0 0 0
"Tmem181b-ps" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tmem181c-ps" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tmem182" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tmem183a" 20 0 6 31 13 1 0 9 16 30 79 0 0 24 0 2 0 0 1 0 60 6 19 1 0 0 4 0 1 1 1 0 0 0 60 8 11 0 6 0 0 2 4 1 2 4 1 1 12 0 49 0 0 2 7 0 44 0 0 3 25 0
"Tmem184a" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tmem184b" 0 0 0 1 0 0 0 2 0 0 0 0 0 0 0 0 1 1 38 0 0 0 2 2 0 0 1 1 0 8 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 1 0 1 2 0 39 1 0
"Tmem184c" 0 4 14 25 10 0 17 1 0 24 0 0 0 2 12 3 0 0 0 0 11 0 0 0 0 0 18 0 28 0 64 15 0 28 1 0 8 4 0 1 7 6 0 3 0 0 1 0 0 20 1 1 0 2 0 0 0 0 0 71 9 0
"Tmem185b" 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 3 18 1 0 0 0 0 0 18 1 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 2 0 0
"Tmem186" 0 0 0 0 0 0 0 4 17 1 0 0 0 0 0 0 0 12 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 3 0 8 0 0 0 1 17 0 0 1 3 0 8 0 0 1 0 0 0 0 0 0 0
"Tmem189" 0 0 0 6 0 0 0 13 0 0 0 0 0 0 0 0 0 0 50 4 2 2 0 0 0 0 0 0 0 2 0 0 0 1 0 0 17 0 1 0 0 0 0 2 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 7 0
"Tmem19" 0 5 11 1 0 0 0 2 14 0 5 0 0 0 0 0 0 0 2 1 3 2 8 0 6 1 1 0 0 0 0 0 0 3 2 0 0 0 0 0 0 0 0 0 0 20 0 0 0 0 9 40 0 0 195 0 0 0 3 0 0 0
"Tmem190" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tmem191c" 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11 0 0 1 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tmem192" 0 0 0 0 7 0 0 0 0 0 0 13 0 0 0 0 0 0 1 0 0 0 2 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 26 0 0 0 0 0 0 17 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"Tmem194" 0 0 0 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 3 0 0 0 0 0 0 0 0 37 0 0 2 0 5 7 28 0 0 0 0 2 0 4 0 0 0 0 0 0 0 19 0 0 27 0 0 0 0 0 0 0
"Tmem194b" 0 0 0 0 0 3 0 0 0 0 0 41 0 1 0 45 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 16 0 1 0 1 0 3 0 0 0 0 0 0 0 0 0 4 0 0 0 0 2 0 0 0 0
"Tmem196" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tmem198" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tmem198b" 0 0 0 19 6 4 0 0 0 0 0 0 0 21 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"Tmem199" 0 0 2 5 4 0 0 9 0 0 0 6 0 0 17 0 17 2 2 0 4 1 21 0 0 0 5 0 1 4 7 0 19 7 0 17 2 0 21 42 18 0 28 0 0 0 6 0 12 0 8 1 10 0 13 13 0 70 0 0 0 0
"Tmem2" 16 0 0 7 0 46 17 12 8 3 0 33 0 0 12 3 2 8 2 5 1 4 56 3 10 0 0 9 9 9 12 7 9 6 2 7 0 18 4 0 3 10 0 0 6 8 3 0 15 21 3 4 32 4 8 9 25 2 0 21 0 0
"Tmem200a" 0 0 0 0 0 0 0 0 0 0 3 14 0 0 0 0 0 0 0 0 0 0 0 44 0 0 0 0 0 4 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tmem200b" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tmem200c" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tmem201" 0 0 0 1 4 0 0 0 0 0 0 0 0 0 0 0 0 23 0 2 1 8 0 1 0 0 16 4 0 0 0 4 0 5 0 0 0 1 1 5 5 0 0 0 0 19 0 0 0 0 0 6 0 7 0 5 0 13 0 0 1 31
"Tmem202" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tmem203" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tmem204" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tmem205" 0 0 0 3 0 0 2 0 0 2 0 4 0 4 0 0 0 0 0 0 0 0 3 2 0 0 2 6 0 1 0 0 0 0 0 1 0 0 0 0 0 0 10 0 0 9 1 0 0 0 0 0 0 0 18 0 0 0 0 1 0 0
"Tmem206" 0 0 0 0 5 0 0 0 0 0 0 0 0 8 19 0 2 0 0 49 1 1 0 0 0 1 18 8 0 1 0 0 0 12 0 23 0 2 0 0 0 0 0 0 2 14 0 0 0 1 0 15 4 0 0 0 0 0 0 1 23 0
"Tmem207" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tmem208" 20 1 28 4 13 16 0 1 0 42 4 11 2 0 2 7 0 12 24 3 48 8 17 0 36 4 9 5 3 4 1 0 10 12 7 5 5 31 2 24 19 13 48 13 18 33 8 1 0 0 2 4 44 26 5 7 1 16 29 22 38 8
"Tmem209" 0 1 0 0 0 27 2 1 0 0 0 22 3 0 0 0 0 57 131 8 0 24 23 0 0 0 0 0 0 9 0 5 16 10 0 0 3 0 52 1 0 0 11 0 6 29 0 0 1 2 17 3 0 0 1 0 1 0 0 56 59 0
