"CD31_young" "CD31_young.1" "CD31_young.2" "CD31_young.3" "E_young" "E_young.1" "E_young.2" "E_young.3" "G_young" "G_young.1" "G_young.2" "G_young.3" "PG_young" "PG_young.1" "PGE_young" "PGE_young.1" "PGE_young.2"
"Surf2" 504 423 0 1422 1765 2056 2139 1925 358 155 555 510 722 648 2696 2671 2248
"Surf4" 484 275 674 427 1082 651 409 879 1144 1251 1674 1755 1535 598 1370 923 817
"Surf6" 0 537 0 113 244 70 211 13 6 1 8 11 19 170 164 421 115
"Susd1" 1 0 0 0 0 4 0 0 0 0 0 0 36 0 0 0 11
"Susd2" 0 0 0 2 0 0 0 0 0 1 0 0 0 0 0 0 14
"Susd3" 6 0 0 0 0 0 0 0 0 0 17 0 0 0 0 0 0
"Susd4" 11 0 0 173 0 0 0 0 106 0 0 23 0 0 0 0 0
"Susd5" 0 0 31 14 2 0 0 0 0 174 19 0 0 0 0 0 7
"Suv39h1" 0 26 0 28 914 1102 647 1460 762 0 22 116 26 16 1263 1440 1262
"Suv39h2" 1 1 0 3 142 381 392 666 8 1 71 1 72 57 992 145 424
"Suv420h1" 618 2050 1532 200 411 680 835 784 2049 2235 806 2359 1096 684 867 1260 797
"Suv420h2" 0 0 0 0 477 186 207 75 135 107 342 100 180 69 221 119 98
"Suz12" 803 1308 874 1019 1002 2406 1377 2004 1005 1882 1355 1483 2196 1354 1233 1543 1727
"Sv2a" 2 0 0 0 2 84 189 200 933 259 1 17 223 23 0 1 91
"Sv2b" 17 0 0 0 3 0 0 0 0 92 0 75 0 0 0 0 0
"Sv2c" 0 0 0 0 3 153 86 52 0 8 0 94 0 0 9 21 60
"Sva" 0 0 0 8 0 0 0 0 0 0 0 0 0 0 0 0 0
"Sval1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Sval2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Sval3" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Svep1" 0 42 0 0 0 0 0 0 10 1 0 2 0 0 0 0 0
"Svil" 12 205 1017 690 312 185 22 22 258 336 19 348 234 202 200 56 187
"Svip" 1 4 0 0 415 130 190 435 496 107 25 297 474 111 142 186 110
"Svop" 0 0 0 1 275 182 13 0 0 0 0 0 0 0 0 0 4
"Svopl" 1 0 0 0 0 0 6 3 0 0 0 165 27 2 0 0 0
"Svs1" 0 0 0 4 1 1 0 0 0 0 0 0 0 0 0 0 0
"Svs2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Svs3a" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Svs3b" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Svs4" 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Svs5" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Svs6" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Swap70" 1918 3552 6026 2000 36 116 253 126 1362 1898 813 1074 1218 1850 503 369 262
"Swi5" 8057 7814 6177 2495 18640 20273 13851 11495 6030 3122 4264 3525 4626 5128 12283 12838 20837
"Swsap1" 4 0 0 10 0 15 27 3 8 55 38 1 16 0 35 0 0
"Swt1" 1099 6088 4439 1754 1120 1773 2518 2512 1892 2711 2717 2214 2724 1537 1928 2867 2607
"Syap1" 1146 626 1630 150 71 185 278 609 631 1048 73 1269 886 512 302 747 261
"Sybu" 1 5 12 191 205 181 108 337 3192 3571 2072 3025 2844 1943 219 1198 287
"Syce1" 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 69
"Syce1l" 0 0 0 0 0 0 0 0 0 7 0 0 0 0 0 0 0
"Syce2" 3 24 0 275 2477 3275 2602 2576 155 76 1 131 56 102 2953 1739 2498
"Syce3" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Sycn" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Sycp1" 0 0 0 12 0 0 72 62 0 331 239 13 83 28 48 2 87
"Sycp1-ps1" 0 0 0 0 0 0 0 3 0 0 1 0 5 0 0 0 0
"Sycp2" 5 0 12 263 14 1 2 0 901 2170 1402 2335 2030 894 32 72 30
"Sycp3" 26 0 0 55 0 15 25 17 307 771 443 578 468 425 4 8 51
"Syde1" 355 954 950 848 0 116 214 30 31 200 163 40 7 54 93 0 67
"Syde2" 0 5 0 17 88 25 24 4 273 181 0 292 140 24 106 0 1
"Syf2" 3912 4001 3601 3132 1118 2743 2336 3253 2143 1560 1677 3110 1808 2385 3295 3730 3593
"Syk" 0 0 0 0 4 56 6 143 0 0 0 0 0 0 13 41 10
"Sympk" 67 0 58 0 0 15 52 41 28 17 7 36 32 19 5 5 35
"Syn1" 3 0 0 0 47 54 50 24 0 47 0 58 88 17 43 2 1
"Syn2" 0 0 0 1 761 637 555 187 536 1027 2 42 287 976 929 2329 995
"Syn3" 0 407 0 0 0 0 0 2 108 219 653 72 192 52 11 0 0
"Syna" 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Synb" 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0
"Sync" 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"Syncrip" 1662 1744 1557 831 3759 4158 4581 5755 1969 2096 1733 1888 2007 1203 3606 5099 4748
"Syndig1" 0 0 0 0 0 0 0 66 0 0 0 0 0 0 0 0 0
"Syndig1l" 0 0 0 1 0 0 0 0 0 29 0 0 0 0 0 0 19
"Syne1" 9005 10258 4192 5161 3 29 40 49 4270 5962 2897 3434 6660 4403 308 176 325
"Syne2" 629 2980 2317 2803 1635 976 2055 2359 554 341 92 667 7 270 1994 1330 2252
"Syne3" 7 0 26 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"Syne4" 0 0 0 0 109 0 0 0 33 0 0 66 28 0 50 0 29
"Syngr1" 6 3 0 0 33 447 488 236 1385 630 878 354 467 760 454 1219 429
"Syngr2" 922 970 2413 1784 96 241 612 34 1293 79 109 772 300 92 93 29 486
"Syngr3" 0 0 66 0 8 15 50 121 0 11 0 0 1 0 129 0 54
"Syngr4" 0 37 0 0 155 220 0 366 0 0 0 0 0 2 329 0 135
"Synj1" 3730 1740 36 1413 1110 603 583 740 2487 2374 4554 1944 2112 2257 1116 690 704
"Synj2" 250 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0
"Synj2bp" 2338 1939 2502 3825 1828 3143 3894 3205 3619 2641 671 4005 1716 1147 3103 3938 3225
"Synm" 2455 2145 466 781 0 69 4 43 36 7 9 0 84 125 0 0 8
"Synpo" 0 78 434 0 0 1 0 0 0 173 0 0 0 0 0 0 0
"Synpo2" 382 1490 0 464 0 2 0 0 227 182 101 31 180 579 6 0 14
"Synpo2l" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Synpr" 10 0 0 0 0 0 21 41 0 462 160 0 1 0 28 227 1
"Synrg" 826 578 975 674 373 642 546 327 505 509 280 525 252 77 507 247 654
"Syp" 9 554 0 65 17 19 66 163 385 17 162 85 85 67 181 116 81
"Sypl" 6939 8594 13810 5279 2377 1262 1779 2650 8721 5967 2799 5949 7834 2976 2031 3512 2038
"Sypl2" 0 0 2 0 0 0 102 0 9 0 0 250 10 44 1 2 30
"Sys1" 535 815 714 59 1002 223 239 396 789 443 623 33 571 277 194 92 395
"Syt1" 39 0 36 0 0 1 0 13 0 470 135 0 15 0 0 0 0
"Syt10" 0 0 0 0 0 0 0 0 0 0 0 0 0 60 0 0 0
"Syt11" 32 310 98 130 8278 12043 9317 8989 23602 16029 15787 17885 17606 13112 11907 15448 11180
"Syt12" 1 0 0 0 1 0 0 0 0 0 0 0 3 0 0 98 0
"Syt13" 15 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0
"Syt14" 0 0 0 0 0 92 3 125 0 0 0 0 0 0 4 27 0
"Syt15" 83 175 608 30 0 3 0 0 0 7 0 1 0 0 0 0 0
"Syt16" 0 0 0 0 0 74 133 27 0 269 0 0 1 0 0 2 6
"Syt17" 0 0 0 0 156 1 0 27 0 406 6 15 0 35 2 163 45
"Syt2" 0 0 0 8 0 0 0 0 0 0 0 0 0 0 0 0 0
"Syt3" 0 0 0 0 0 0 0 0 0 9 0 0 28 0 2 0 2
"Syt4" 4 1 2 0 1189 1963 2449 3378 205 747 343 11 85 25 1922 3316 1883
"Syt5" 0 0 0 0 0 0 0 0 0 42 11 112 0 0 0 0 24
"Syt6" 7 3 1 14 33 3 0 16 13 258 0 82 0 0 2 4 35
"Syt7" 1488 465 663 79 0 0 1 63 5 16 114 0 105 38 6 0 31
"Syt8" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Syt9" 6 0 0 0 53 74 71 143 0 19 0 0 8 0 116 0 83
"Sytl1" 9 42 35 0 0 0 8 0 0 0 0 0 0 0 0 0 0
"Sytl2" 99 250 0 12 0 3 18 44 293 0 21 49 80 0 3 33 0
"Sytl3" 0 0 0 0 0 46 0 0 0 0 0 0 0 0 0 0 0
"Sytl4" 0 95 0 0 1 0 0 74 0 0 0 0 0 0 27 0 0
"Sytl5" 0 0 0 0 42 12 99 40 0 0 1 0 0 0 0 218 13
"Syvn1" 28 35 547 417 12 108 69 136 191 199 745 127 193 5 167 81 461
"Szrd1" 216 2212 2891 1486 1130 1890 1420 1007 1307 999 1146 1264 843 495 1487 1730 1464
"Szt2" 212 884 1 0 166 137 137 332 378 310 0 304 347 4 208 56 274
"T" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"T2" 0 0 0 0 0 9 50 0 0 0 0 0 0 0 31 0 21
"Taar1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Taar2" 0 0 0 0 0 0 97 5 0 0 0 0 0 0 133 3 0
"Taar3" 0 0 0 0 0 0 0 54 0 0 0 0 0 0 0 0 0
"Taar4" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Taar5" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Taar6" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Taar7a" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Taar7b" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Taar7d" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Taar7e" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Taar7f" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Taar8a" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Taar8b" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Taar8c" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Taar9" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tab1" 0 140 3 57 380 360 216 151 713 7 321 232 25 4 343 266 360
"Tab2" 296 2052 2008 253 504 977 1241 1326 1540 1432 1246 1146 1919 979 833 320 983
"Tab3" 503 824 196 153 84 72 138 128 42 459 0 58 141 46 87 100 142
"Tac1" 2 6 0 7 2 1 0 0 242 36 0 0 0 0 0 0 0
"Tac2" 0 0 0 0 0 8 0 0 0 0 0 0 0 0 0 0 0
"Tac4" 0 0 0 0 0 6 0 0 0 0 0 0 1 0 0 0 0
"Tacc1" 1389 2497 1076 1270 221 479 186 241 2450 2243 538 1462 1147 678 123 323 306
"Tacc2" 502 435 1389 207 787 746 849 851 75 358 429 120 5 1 908 320 642
"Tacc3" 7 3 0 3 1819 2407 3243 3628 557 27 351 9 236 114 3126 3918 1762
"Taco1" 0 0 0 0 54 57 45 99 239 41 0 128 235 224 145 0 247
"Tacr1" 0 0 0 11 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tacr2" 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0
"Tacr3" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tacstd2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tada1" 184 1548 484 948 967 1256 1413 1893 3028 922 1194 1183 173 1184 1408 3558 817
"Tada2a" 558 196 1062 451 916 1257 1258 1271 495 447 466 515 293 623 1534 1421 1558
"Tada2b" 20 258 74 2 9 152 150 180 71 132 0 145 169 0 99 1 20
"Tada3" 4 61 0 374 13 188 383 517 499 185 155 379 88 128 414 647 100
"Taf1" 1937 1091 1175 1046 2673 1593 2111 1837 254 1219 1394 780 1385 554 1590 1507 1560
"Taf10" 25 14 35 41 6 208 180 111 65 128 189 3 234 12 159 64 155
"Taf11" 1552 1156 846 1140 1914 1323 1310 1314 175 539 580 232 374 236 1342 1064 1537
"Taf12" 1947 2312 2431 821 2433 4766 4819 4489 545 456 1171 669 1272 528 4542 5286 4844
"Taf13" 1413 2048 627 525 1822 750 1775 1423 2519 3184 465 2046 2850 2597 1568 910 1336
"Taf15" 13 1086 65 469 281 680 1202 1172 1065 1525 1367 825 1683 710 1130 302 1682
"Taf1a" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Taf1b" 2658 1816 958 568 1865 904 980 1718 1640 1477 262 962 356 387 1775 1966 1186
"Taf1c" 10 50 0 14 143 0 0 60 0 4 94 0 0 0 142 19 53
"Taf1d" 2687 2052 2425 832 6073 5956 5784 5581 1142 1675 1691 1619 1665 1217 5743 6855 5087
"Taf2" 146 619 0 187 512 373 626 765 199 1713 718 1088 752 271 741 597 1066
"Taf3" 649 623 451 1313 192 537 670 845 1385 236 189 403 451 82 557 879 469
"Taf4a" 1175 147 29 516 348 323 339 318 546 475 246 62 482 2 502 164 387
"Taf4b" 0 991 0 217 39 66 133 110 929 716 12 316 1090 537 180 880 259
"Taf5" 782 75 0 46 129 462 256 118 146 449 1 3 38 122 250 383 190
"Taf5l" 530 573 0 324 422 478 191 152 193 36 0 136 25 243 411 228 153
"Taf6" 29 145 1 133 1812 904 1203 1689 449 150 389 276 294 686 1621 3156 1138
"Taf6l" 0 0 0 0 0 119 11 55 0 0 0 0 0 1 0 0 77
"Taf7" 2822 4999 3223 2264 1294 2445 2356 2259 2271 526 754 987 596 697 2308 3282 2472
"Taf7l" 0 0 0 0 0 0 0 0 0 1 0 0 193 0 0 0 0
"Taf8" 5 494 374 2 191 205 465 611 916 24 344 16 42 84 304 745 287
"Taf9" 2570 3266 2611 1765 15557 16815 16716 18137 3311 2903 1239 3489 2769 2362 16730 20156 17836
"Taf9b" 843 915 1878 1147 6 149 200 464 3455 3029 485 5906 1705 1091 148 824 169
"Tagap" 63 1 0 4 103 33 46 40 6 119 0 2 0 122 46 81 68
"Tagap1" 528 2 71 65 189 307 382 636 140 172 19 2 4 6 728 1222 416
"Tagln" 0 184 0 0 0 21 0 90 0 0 0 0 108 0 20 0 0
"Tagln2" 7406 9745 12799 7156 1585 1502 728 1179 1139 3 3 1152 2 3 1075 1271 934
"Tagln3" 15 8 985 7 1220 2183 2130 3085 5722 4824 4316 3904 8147 9320 2267 2740 2954
"Tal1" 108 354 955 293 0 0 0 0 0 0 0 0 0 11 0 0 0
"Tal2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 14
"Taldo1" 10653 5067 7245 5578 9953 9315 9297 9159 16101 3035 2140 2854 5572 2499 9058 13081 8201
"Tamm41" 8 0 45 0 133 266 427 243 67 2 21 543 74 4 273 250 308
"Tanc1" 2437 1837 4362 1243 0 25 43 2 26 6 41 27 394 0 0 2 5
"Tanc2" 4 4 509 0 100 293 256 362 1372 1095 1710 2184 999 1536 348 20 495
"Tango2" 5 1 1 0 1577 624 897 640 2982 982 53 218 873 740 691 1515 502
"Tango6" 864 227 45 0 0 20 0 48 281 3 1 18 25 49 180 129 220
"Tank" 370 32 1 9 1555 798 1720 2589 2081 4509 1570 2751 3698 2049 1698 2090 2133
"Taok1" 3545 5636 8895 4691 2451 3107 4889 4979 6062 8724 2964 8129 5915 4427 4331 4997 4222
"Taok2" 259 1328 1095 659 38 915 454 409 673 527 68 172 233 220 326 540 636
"Taok3" 0 122 174 0 184 130 137 59 327 695 36 338 121 612 384 24 141
"Tap1" 31 14 42 5 0 3 58 0 214 9 27 3 0 227 69 6 37
"Tap2" 17 567 120 17 0 1 0 5 249 6 0 0 135 225 69 10 3
"Tapbp" 2433 2901 4520 1287 312 201 223 506 1065 590 810 1425 1386 614 698 881 491
"Tapbpl" 224 97 64 358 0 15 58 1 192 123 178 0 7 0 6 0 21
"Tapt1" 1193 88 781 614 156 323 382 432 560 927 165 156 820 443 404 242 375
"Tarbp2" 1 0 0 601 439 419 721 421 113 213 5 482 499 14 389 879 405
"Tardbp" 2496 2499 3996 1203 4663 4567 5205 6088 3942 4023 1694 2092 4229 2314 4898 6469 5934
"Tarm1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tars" 1250 488 439 924 606 1160 1651 1798 355 633 475 831 366 206 1788 1322 1494
"Tars2" 8 48 1 138 658 582 477 808 665 600 436 460 294 24 833 2373 781
"Tarsl2" 645 449 0 166 2 44 111 223 790 231 0 334 92 20 156 420 122
"Tas1r1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tas1r2" 14 0 0 0 0 0 0 0 0 0 0 0 0 24 0 0 0
"Tas1r3" 0 0 0 6 0 0 0 16 0 3 0 0 10 8 0 0 12
"Tas2r102" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tas2r103" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tas2r104" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tas2r105" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tas2r106" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tas2r107" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tas2r108" 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 178 0
"Tas2r109" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tas2r110" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tas2r113" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tas2r114" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tas2r115" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tas2r116" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tas2r117" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tas2r118" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tas2r119" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tas2r120" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tas2r121" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tas2r122" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tas2r123" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tas2r124" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tas2r125" 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tas2r126" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tas2r129" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tas2r130" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tas2r131" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tas2r134" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tas2r135" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tas2r136" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tas2r137" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3
"Tas2r138" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tas2r139" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tas2r140" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tas2r143" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tas2r144" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tasp1" 206 761 0 430 30 225 122 110 492 214 469 0 183 67 352 5 449
"Tat" 23 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tatdn1" 1236 459 0 824 2194 1563 745 1409 247 1044 0 293 1176 938 1742 1747 1857
"Tatdn2" 24 151 0 0 5 23 25 2 19 21 39 5 48 0 19 0 46
"Tatdn3" 664 991 850 997 1614 1267 613 839 2151 960 1132 1002 539 647 1645 1296 1263
"Tax1bp1" 5076 7304 7025 4127 2514 2829 3421 3394 2480 3379 1997 1990 3595 3101 3746 3027 3996
"Tax1bp3" 3038 824 3687 1974 773 1118 1267 1257 527 78 384 373 311 146 635 1252 1223
"Taz" 163 995 884 1388 443 475 315 360 486 513 1099 1156 1184 368 1002 453 364
"Tbata" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tbc1d1" 409 1995 38 600 9 93 152 289 5 28 1 2 0 16 180 228 312
"Tbc1d10a" 54 0 66 345 39 52 78 29 328 472 92 48 516 32 37 91 65
"Tbc1d10b" 0 2309 1439 883 362 896 409 660 3 89 0 8 146 114 278 1000 470
"Tbc1d10c" 12 273 0 0 0 16 0 0 0 5 0 0 2 92 4 0 5
"Tbc1d12" 765 1049 372 298 91 248 223 387 1041 409 312 1337 589 38 217 351 229
"Tbc1d13" 431 449 399 0 4 44 23 125 68 0 64 13 19 76 184 29 194
"Tbc1d14" 10 1983 1289 1372 874 238 353 534 676 381 518 468 1392 156 435 885 503
"Tbc1d15" 14 1673 2106 1760 179 966 1065 1691 1048 1634 10 1376 296 1079 875 932 1543
"Tbc1d16" 0 568 25 73 21 186 453 180 95 1 94 17 29 0 347 340 484
"Tbc1d17" 1522 1 114 247 598 766 283 548 1107 270 54 38 678 658 416 53 404
"Tbc1d19" 1625 211 1527 202 1253 1093 1388 1308 1482 3661 1944 2653 2587 1785 1504 1414 1357
"Tbc1d2" 3 0 0 492 0 0 1 0 0 0 0 0 0 0 0 0 0
"Tbc1d20" 0 1 55 11 0 125 146 0 13 0 0 157 0 0 21 2 2
"Tbc1d21" 18 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tbc1d22a" 29 0 391 0 8 125 1 51 0 112 0 200 212 18 190 0 33
"Tbc1d22b" 197 51 0 0 3 39 141 22 85 38 25 36 60 2 89 19 144
"Tbc1d23" 1003 2006 1844 1052 568 544 673 923 2357 1631 1007 1133 1026 580 744 543 709
"Tbc1d24" 15 243 753 280 14 264 259 366 207 564 718 287 302 92 371 428 267
"Tbc1d25" 1 38 0 492 346 0 26 105 364 2 198 0 388 32 11 0 61
"Tbc1d2b" 1 426 0 150 0 255 310 306 18 223 228 414 26 354 104 49 132
"Tbc1d30" 0 760 0 418 0 0 0 0 0 98 5 0 0 0 0 0 3
"Tbc1d4" 256 873 2608 3248 589 155 327 107 5 0 313 0 0 50 271 341 292
"Tbc1d5" 13 1704 163 389 417 427 207 344 214 802 295 212 717 758 355 403 488
"Tbc1d7" 1 3 413 16 1504 4006 2336 2646 1403 1233 1108 992 1163 1091 2757 2530 3152
"Tbc1d8" 0 506 709 14 133 64 336 229 24 15 0 40 168 107 256 340 198
"Tbc1d8b" 0 893 344 6 64 162 332 341 0 42 0 0 97 5 44 278 238
"Tbc1d9" 0 0 0 0 19 9 80 114 0 0 0 14 0 3 20 0 56
"Tbc1d9b" 1604 446 1546 593 302 163 175 370 176 383 156 363 306 573 209 658 276
"Tbca" 7046 7971 6551 6271 12179 20752 15486 13689 2543 4060 2418 1299 3213 2171 14902 16553 18313
"Tbcb" 3107 1124 1062 2040 6055 6415 6091 5784 3530 1124 3502 1122 1299 1700 6235 4489 8126
"Tbcc" 0 151 1 223 4 78 24 26 134 0 33 15 9 0 0 197 81
"Tbccd1" 84 328 49 362 282 317 484 323 1020 518 0 1100 200 702 462 613 453
"Tbcd" 25 400 0 120 20 251 284 544 256 491 50 0 227 150 282 167 166
"Tbce" 91 218 758 640 631 669 868 1432 997 977 1112 617 1623 297 1324 1635 1246
"Tbcel" 0 528 62 1118 130 475 553 167 1572 2417 2053 1255 1113 1361 709 493 483
"Tbck" 0 626 0 34 74 103 217 43 345 369 34 82 127 293 75 66 52
"Tbk1" 1036 1785 2246 404 1011 728 713 621 245 739 579 749 968 194 439 261 489
"Tbkbp1" 13 8 96 348 0 1 0 56 19 34 0 65 119 6 23 0 53
"Tbl1x" 24 163 508 789 79 389 498 522 331 78 54 312 293 54 632 255 336
"Tbl1xr1" 1 1501 348 211 76 704 666 1021 1300 2020 1434 1027 1597 180 1410 901 883
"Tbl2" 9 1 144 509 534 212 299 359 46 354 0 468 117 266 585 194 344
"Tbl3" 26 175 1093 393 639 1006 687 592 758 470 208 361 604 405 805 1650 855
"Tbp" 2035 791 5 800 1170 1811 2225 2835 2418 157 315 1255 873 216 2324 2015 2042
"Tbpl1" 869 723 1972 234 3551 3781 5006 3960 1836 1275 726 1002 495 388 2734 2679 3100
"Tbpl2" 0 0 0 3 0 0 0 0 0 0 0 0 10 0 0 0 0
"Tbr1" 15 0 0 0 0 0 2 0 0 0 0 0 0 0 0 14 0
"Tbrg1" 1255 1916 2092 3778 4058 4336 5812 5666 3985 1392 181 1578 1820 1892 7560 9663 6339
"Tbrg3" 52 1 177 1057 463 795 1156 1262 49 1445 341 1210 565 222 610 326 633
"Tbrg4" 98 294 165 131 552 189 137 264 375 36 18 16 138 111 368 642 374
"Tbx1" 7 162 1 0 0 0 3 0 0 0 0 0 4 0 0 0 0
"Tbx10" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tbx15" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
"Tbx18" 0 0 0 11 0 0 0 67 0 0 0 0 0 0 0 0 0
"Tbx19" 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0
"Tbx2" 0 0 0 11 0 0 0 0 0 0 0 29 3 0 0 0 0
"Tbx20" 0 0 0 7 0 1 0 0 0 2 0 0 0 0 0 0 0
"Tbx21" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tbx22" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0
"Tbx3" 2935 3780 5663 2973 1 0 0 2 9 3 0 133 40 8 0 0 1
"Tbx4" 0 8 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0
"Tbx5" 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tbx6" 0 61 0 0 215 114 133 104 19 176 1 0 0 0 66 165 71
"Tbxa2r" 326 0 0 0 0 0 0 3 125 0 0 24 0 0 0 0 0
"Tbxas1" 0 0 34 0 0 0 0 48 44 0 0 0 131 11 0 0 0
"Tc2n" 0 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0 0
"Tcaim" 6 175 0 768 1 50 120 132 558 300 88 605 341 311 254 429 177
"Tcam1" 6 0 0 0 0 8 0 0 0 0 0 0 0 0 0 0 2
"Tcap" 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0
"Tcea1" 1499 2155 3336 1350 2907 3076 4434 3699 3576 2516 3180 2574 2339 1802 4889 4573 4160
"Tcea2" 0 179 0 249 165 91 154 134 34 382 0 4 232 555 48 62 119
"Tcea3" 12 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0
